
02/02/18 21:19:40 INFO BBMain: *********************
02/02/18 21:19:40 INFO BBMain: berry boiler starting
02/02/18 21:19:40 INFO BBMain: *********************
02/02/18 21:19:40 INFO BBMain: dir = /home/pi/rpi-boiler
02/02/18 21:19:40 INFO BBSettings: Loaded from settings.json
02/02/18 21:19:40 INFO BBController: new (BBEvent0 0:0:0, 24:0:0, 0)
02/02/18 21:19:41 INFO BBController: Controller thread started
02/02/18 21:19:41 INFO BBMain: Threads
02/02/18 21:19:41 INFO BBMain: 		MainThread
02/02/18 21:19:41 INFO BBMain: 		BBController
02/02/18 21:19:41 INFO BBMain: 		BBLed_21
02/02/18 21:19:41 INFO BBWebUI: Starting bjoern server
02/02/18 21:19:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 22:55:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 22:57:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 22:59:41 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:01:41 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:03:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:05:41 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:07:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:09:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:11:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:13:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:15:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:17:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:19:41 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:21:41 INFO BBController: Tick 0 => 0; wifi = 40%
02/02/18 23:23:41 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:25:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:27:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:29:41 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:31:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:33:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:35:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:37:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:39:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:41:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:43:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:45:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:47:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:49:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:51:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/02/18 23:53:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/02/18 23:55:42 INFO BBController: Tick 0 => 0; wifi = 38%
02/02/18 23:57:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/02/18 23:59:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:01:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 00:03:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:05:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:07:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:09:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:11:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:13:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:15:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:17:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:19:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:21:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:23:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:25:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:27:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:29:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:31:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:33:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:35:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:37:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:39:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:41:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:43:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:45:42 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 00:47:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:49:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:51:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:53:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 00:55:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:57:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 00:59:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:01:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:03:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:05:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:07:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:09:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:11:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:13:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:15:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:17:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:19:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 01:21:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:23:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:25:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:27:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:29:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:31:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:33:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 01:35:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:37:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:39:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:41:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:43:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:45:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:47:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:49:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:51:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 01:53:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 01:55:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 01:57:42 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 01:59:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:01:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:03:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:05:42 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:07:42 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:09:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:11:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:13:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:15:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:17:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:19:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:21:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:23:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:25:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:27:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:29:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:31:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:33:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:35:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:37:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:39:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:41:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:43:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:45:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:47:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:49:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 02:51:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:53:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:55:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:57:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 02:59:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:01:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:03:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:05:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:07:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:09:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:11:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:13:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:15:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:17:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:19:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:21:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:23:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:25:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:27:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:29:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:31:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:33:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:35:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:37:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:39:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:41:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:43:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:45:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:47:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:49:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:51:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:53:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 03:55:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:57:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 03:59:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:01:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:03:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:05:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:07:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:09:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:11:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:13:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:15:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:17:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:19:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:21:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:23:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:25:43 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:27:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:29:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:31:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:33:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:35:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:37:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:39:43 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:41:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:43:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:45:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:47:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:49:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:51:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:53:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:55:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 04:57:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 04:59:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:01:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:03:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:05:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:07:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:09:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:11:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:13:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:15:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:17:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:19:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:21:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:23:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:25:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 05:27:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:29:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:31:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:33:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:35:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:37:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:39:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:41:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 05:43:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:45:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:47:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:49:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:51:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 05:53:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 05:55:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 05:57:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 05:59:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:01:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:03:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 06:05:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:07:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:09:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:11:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:13:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:15:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:17:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:19:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:21:44 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 06:23:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:25:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:27:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:29:44 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 06:31:44 INFO BBController: Tick 0 => 0; wifi = 32%
02/03/18 06:33:44 INFO BBController: Tick 0 => 0; wifi = 31%
02/03/18 06:35:44 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 06:37:44 INFO BBController: Tick 0 => 0; wifi = 31%
02/03/18 06:39:44 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 06:41:44 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 06:43:44 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 06:45:44 INFO BBController: Tick 0 => 0; wifi = 45%
02/03/18 06:47:44 INFO BBController: Tick 0 => 0; wifi = 48%
02/03/18 06:49:44 INFO BBController: Tick 0 => 0; wifi = 47%
02/03/18 06:51:44 INFO BBController: Tick 0 => 0; wifi = 47%
02/03/18 06:53:44 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 06:55:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 06:57:44 INFO BBController: Tick 0 => 0; wifi = 44%
02/03/18 06:59:44 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 07:01:44 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 07:03:44 INFO BBController: Tick 0 => 0; wifi = 44%
02/03/18 07:05:44 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:07:44 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 07:09:44 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 07:11:44 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:13:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:15:45 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 07:17:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:19:45 INFO BBController: Tick 0 => 0; wifi = 45%
02/03/18 07:21:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:23:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:25:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 07:27:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 07:29:45 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 07:31:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:33:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 07:35:45 INFO BBController: Tick 0 => 0; wifi = 44%
02/03/18 07:37:45 INFO BBController: Tick 0 => 0; wifi = 45%
02/03/18 07:39:45 INFO BBController: Tick 0 => 0; wifi = 44%
02/03/18 07:41:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 07:43:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 07:45:45 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 07:47:45 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 07:49:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:51:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:53:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:55:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 07:57:45 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 07:59:45 INFO BBController: Tick 0 => 0; wifi = 37%
02/03/18 08:01:45 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 08:03:45 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 08:05:45 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 08:07:45 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 08:09:45 INFO BBController: Tick 0 => 0; wifi = 32%
02/03/18 08:11:45 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 08:13:45 INFO BBController: Tick 0 => 0; wifi = 32%
02/03/18 08:15:45 INFO BBController: Tick 0 => 0; wifi = 32%
02/03/18 08:17:45 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 08:19:45 INFO BBController: Tick 0 => 0; wifi = 34%
02/03/18 08:21:45 INFO BBController: Tick 0 => 0; wifi = 45%
02/03/18 08:23:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:25:45 INFO BBController: Tick 0 => 0; wifi = 44%
02/03/18 08:27:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 08:29:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:31:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:33:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:35:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:37:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:39:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:41:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:43:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:45:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:47:45 INFO BBController: Tick 0 => 0; wifi = 42%
02/03/18 08:49:45 INFO BBController: Tick 0 => 0; wifi = 38%
02/03/18 08:51:45 INFO BBController: Tick 0 => 0; wifi = 40%
02/03/18 08:53:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:55:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:57:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 08:59:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:01:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:03:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:05:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:07:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:09:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:11:45 INFO BBController: Tick 0 => 0; wifi = 41%
02/03/18 09:13:45 INFO BBController: Tick 0 => 0; wifi = 41%
